eNodeB Name,Cell Name,LocalCell Id,selected_kpi_name,target_kpi_column,kpi_category,selected_threshold_%,recent_period,baseline_period,recent_avg_kpi,baseline_avg_kpi,kpi_degradation_ratio_%,number_of_detected_causes,all_detected_causes,main_root_cause_category,main_cause_counter_or_kpi,main_degradation_reason,main_recommended_action,all_recommended_actions
LCAIN10988,LCAIN10988-3,3,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,3.3749000000000002,5.03275,32.28422453521736,1,"L.Traffic.ActiveUser.UL.Avg: recent=0.33, baseline=0.49, change=33.84%",UL Traffic Demand Drop,L.Traffic.ActiveUser.UL.Avg,UL active users decreased.,Validate traffic trend before applying RF action.,Validate traffic trend before applying RF action.
LCAIN10827,LCAIN10827-5,5,UL Traffic,(HU) UL Traffic Volume (GBytes),Traffic,30.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,6.8179,9.3398,30.632201808857296,1,"L.Traffic.ActiveUser.UL.Avg: recent=0.70, baseline=0.95, change=26.64%",UL Traffic Demand Drop,L.Traffic.ActiveUser.UL.Avg,UL active users decreased.,Validate traffic trend before applying RF action.,Validate traffic trend before applying RF action.
LCAIN10512_Site_512,LCAIN10512-2,2,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,13.29975,23.819000000000003,51.477349501625625,7,"(HU)CEU User Downlink Average Througput: recent=7.30, baseline=13.83, change=47.24% | 0-156 m: recent=0.25, baseline=2.00, change=87.50% | DL RBLER: recent=0.45, baseline=0.33, change=38.35% | (HU)CEU Cell Downlink Average Throughput: recent=6.20, baseline=9.10, change=31.85% | DL Average CQI: recent=8.65, baseline=11.16, change=22.51%",CEU User Impact,(HU)CEU User Downlink Average Througput,CEU user throughput degraded.,Check CEU parameters and coverage.,"Check CEU parameters and coverage. | Check traffic distribution and near-cell coverage. | Check interference, radio quality, and coverage. | Check CEU scheduling and SINR. | Check interference, PCI, antenna tilt, azimuth, and coverage."
LCAIN12582,LCAIN12582-1,1,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,5.140174999999999,9.821475,47.39150154596442,5,"DL RBLER: recent=2.53, baseline=1.34, change=87.87% | (HU) DL IBLER(%): recent=23.39, baseline=14.35, change=62.97% | (HU) DL PRB Utilization(%): recent=6.46, baseline=4.80, change=34.57% | (HU)CEU User Downlink Average Througput: recent=10.97, baseline=13.82, change=20.67% | (HU) PDSCH MCS: recent=7.39, baseline=9.74, change=24.15%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage. | Check BLER, CQI, MCS, DL power, and interference. | Check congestion, load balancing, CA, bandwidth, scheduler, and capacity expansion. | Check CEU parameters and coverage. | Check CQI, SINR, interference, and coverage."
LCAIE10001,LCAIE10001-6,6,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,9.009575000000002,15.921425,46.812095723790236,9,"DL RBLER: recent=1.11, baseline=0.58, change=90.02% | (HU)CEU User Downlink Average Througput: recent=4.20, baseline=7.32, change=42.58% | (HU)CEU Cell Downlink Average Throughput: recent=3.89, baseline=6.65, change=41.45% | (HU) DL IBLER(%): recent=12.69, baseline=9.06, change=40.14% | 0-156 m: recent=65.00, baseline=186.50, change=65.15%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage. | Check CEU parameters and coverage. | Check CEU scheduling and SINR. | Check BLER, CQI, MCS, DL power, and interference. | Check traffic distribution and near-cell coverage."
LCAIN12371,LCAIN12371-1,1,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,8.20725,15.08175,46.555158985216636,6,"(HU)CEU Cell Downlink Average Throughput: recent=7.77, baseline=9.95, change=21.99% | (HU) PDSCH MCS: recent=9.75, baseline=13.66, change=28.61% | DL Average CQI: recent=8.35, baseline=10.45, change=20.08% | (HU) DL IBLER(%): recent=16.42, baseline=13.68, change=20.02% | 0-156 m: recent=7.75, baseline=11.75, change=34.04%",CEU Throughput Impact,(HU)CEU Cell Downlink Average Throughput,Cell edge throughput impacting overall.,Check CEU scheduling and SINR.,"Check CEU scheduling and SINR. | Check CQI, SINR, interference, and coverage. | Check interference, PCI, antenna tilt, azimuth, and coverage. | Check BLER, CQI, MCS, DL power, and interference. | Check traffic distribution and near-cell coverage."
LCAIN12581,LCAIN12581-1,1,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,18.489,32.331849999999996,45.75412536451856,7,"DL RBLER: recent=0.14, baseline=0.08, change=79.09% | (HU)CEU User Downlink Average Througput: recent=10.36, baseline=19.50, change=46.86% | (HU)CEU Cell Downlink Average Throughput: recent=8.43, baseline=13.97, change=39.65% | (HU) DL IBLER(%): recent=8.31, baseline=6.35, change=30.82% | (HU) DL PRB Utilization(%): recent=19.81, baseline=15.13, change=30.95%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage. | Check CEU parameters and coverage. | Check CEU scheduling and SINR. | Check BLER, CQI, MCS, DL power, and interference. | Check congestion, load balancing, CA, bandwidth, scheduler, and capacity expansion."
LCAIN11982,LCAIN11982-2,2,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,24.2984,41.94725,39.88482598126327,6,"(HU) DL IBLER(%): recent=13.48, baseline=7.04, change=91.47% | (HU) DL PRB Utilization(%): recent=10.84, baseline=4.98, change=117.64% | (HU)CEU Cell Downlink Average Throughput: recent=4.45, baseline=11.25, change=60.44% | (HU)CEU User Downlink Average Througput: recent=8.96, baseline=16.12, change=44.41% | MAC CA Traffic Ratio: recent=31.49, baseline=77.67, change=59.46%",High DL Retransmission,(HU) DL IBLER(%),DL IBLER increased while DL throughput degraded.,"Check BLER, CQI, MCS, DL power, and interference.","Check BLER, CQI, MCS, DL power, and interference. | Check congestion, load balancing, CA, bandwidth, scheduler, and capacity expansion. | Check CEU scheduling and SINR. | Check CEU parameters and coverage. | Check CA activation, SCell availability, and CA configuration."
LCAIN12585,LCAIN12585-2,2,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,7.315075,12.957525,39.11091956661927,7,"6.6-14 km: recent=1.25, baseline=0.25, change=400.00% | DL RBLER: recent=7.43, baseline=5.40, change=37.54% | (HU) PDSCH MCS: recent=4.42, baseline=7.96, change=44.52% | (HU) DL IBLER(%): recent=26.25, baseline=21.30, change=23.25% | CQI_CW1: recent=7.21, baseline=9.65, change=25.25%",Cell Edge Impact on Throughput,6.6-14 km,Distant users impacting throughput.,"Check coverage, user distribution, and edge scheduling.","Check coverage, user distribution, and edge scheduling. | Check interference, radio quality, and coverage. | Check CQI, SINR, interference, and coverage. | Check BLER, CQI, MCS, DL power, and interference. | Check MIMO channel conditions."
LCAIN10132,LCAIN10132-7,7,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,21.1938,34.824725,38.56043158932141,7,"(HU)CEU User Downlink Average Througput: recent=12.74, baseline=20.13, change=36.74% | DL RBLER: recent=0.23, baseline=0.17, change=34.47% | (HU) DL IBLER(%): recent=7.18, baseline=5.36, change=34.05% | (HU)CEU Cell Downlink Average Throughput: recent=10.74, baseline=14.10, change=23.82% | (HU) PDSCH MCS: recent=8.24, baseline=11.72, change=29.71%",CEU User Impact,(HU)CEU User Downlink Average Througput,CEU user throughput degraded.,Check CEU parameters and coverage.,"Check CEU parameters and coverage. | Check interference, radio quality, and coverage. | Check BLER, CQI, MCS, DL power, and interference. | Check CEU scheduling and SINR. | Check CQI, SINR, interference, and coverage."
LCAIN12841,LCAIN12841-5,5,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,29.388624999999998,42.0713,35.0269940222411,6,"DL RBLER: recent=0.13, baseline=0.04, change=216.92% | (HU) DL IBLER(%): recent=7.39, baseline=5.44, change=35.79% | (HU)CEU User Downlink Average Througput: recent=31.52, baseline=48.85, change=35.48% | 6.6-14 km: recent=22.75, baseline=17.00, change=33.82% | (HU)CEU Cell Downlink Average Throughput: recent=25.17, baseline=31.87, change=21.02%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage. | Check BLER, CQI, MCS, DL power, and interference. | Check CEU parameters and coverage. | Check coverage, user distribution, and edge scheduling. | Check CEU scheduling and SINR."
LCAIN10128_03-1-30-115,LCAIN10128-2,2,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,19.757150000000003,27.476100000000002,34.96170638421076,3,"DL RBLER: recent=0.26, baseline=0.13, change=98.74% | MAC CA Traffic Ratio: recent=7.35, baseline=16.63, change=55.83% | (HU) DL PRB Utilization(%): recent=16.18, baseline=12.18, change=32.87%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage. | Check CA activation, SCell availability, and CA configuration. | Check congestion, load balancing, CA, bandwidth, scheduler, and capacity expansion."
LCAIN12059,LCAIN12059-2,2,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,15.791599999999999,22.469549999999998,31.22821433669288,5,"(HU) DL PRB Utilization(%): recent=6.44, baseline=2.56, change=151.95% | (HU) DL IBLER(%): recent=14.33, baseline=8.99, change=59.31% | MAC CA Traffic Ratio: recent=5.38, baseline=20.17, change=73.31% | DL RBLER: recent=0.56, baseline=0.44, change=29.19% | (HU)CEU Cell Downlink Average Throughput: recent=15.24, baseline=19.44, change=21.60%",DL Congestion,(HU) DL PRB Utilization(%),DL PRB utilization increased while DL throughput decreased.,"Check congestion, load balancing, CA, bandwidth, scheduler, and capacity expansion.","Check congestion, load balancing, CA, bandwidth, scheduler, and capacity expansion. | Check BLER, CQI, MCS, DL power, and interference. | Check CA activation, SCell availability, and CA configuration. | Check interference, radio quality, and coverage. | Check CEU scheduling and SINR."
LCAIN12901,LCAIN12901-5,5,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,23.11005,35.434475,30.381081346859215,3,"0-156 m: recent=220.50, baseline=465.00, change=52.58% | (HU) PDSCH MCS: recent=9.94, baseline=13.39, change=25.76% | Reported Rank 2 (%): recent=42.80, baseline=52.04, change=17.76%",Near Users Drop,0-156 m,Near-cell users decreased.,Check traffic distribution and near-cell coverage.,"Check traffic distribution and near-cell coverage. | Check CQI, SINR, interference, and coverage. | Check MIMO conditions, correlation, and rank adaptation."
LCAIN13988,LCAIN13988-3,3,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,9.96435,13.55725,28.488729434971596,4,"DL RBLER: recent=0.27, baseline=0.17, change=58.75% | (HU) DL PRB Utilization(%): recent=49.34, baseline=36.02, change=36.98% | (HU)CEU User Downlink Average Througput: recent=10.23, baseline=13.21, change=22.58% | Reported Rank 2 (%): recent=34.99, baseline=44.66, change=21.65%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage. | Check congestion, load balancing, CA, bandwidth, scheduler, and capacity expansion. | Check CEU parameters and coverage. | Check MIMO conditions, correlation, and rank adaptation."
LCAIN11981,LCAIN11981-7,7,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,15.65915,22.278275,28.1040599303019,6,"DL RBLER: recent=0.33, baseline=0.13, change=165.06% | (HU) DL PRB Utilization(%): recent=10.87, baseline=6.19, change=75.57% | (HU) DL IBLER(%): recent=9.51, baseline=6.71, change=41.57% | MAC CA Traffic Ratio: recent=13.44, baseline=52.05, change=74.17% | (HU)CEU User Downlink Average Througput: recent=15.82, baseline=21.93, change=27.88%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage. | Check congestion, load balancing, CA, bandwidth, scheduler, and capacity expansion. | Check BLER, CQI, MCS, DL power, and interference. | Check CA activation, SCell availability, and CA configuration. | Check CEU parameters and coverage."
LCAIN12005,LCAIN12005-7,7,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,21.7346,30.2533,28.0581039911442,2,"(HU) DL PRB Utilization(%): recent=10.53, baseline=5.84, change=80.19% | MAC CA Traffic Ratio: recent=26.65, baseline=40.06, change=33.48%",DL Congestion,(HU) DL PRB Utilization(%),DL PRB utilization increased while DL throughput decreased.,"Check congestion, load balancing, CA, bandwidth, scheduler, and capacity expansion.","Check congestion, load balancing, CA, bandwidth, scheduler, and capacity expansion. | Check CA activation, SCell availability, and CA configuration."
LCAIN10691,LCAIN10691-5,5,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,14.263475,20.03275,27.872964140930428,6,"0-156 m: recent=12.25, baseline=55.75, change=78.03% | DL RBLER: recent=0.65, baseline=0.47, change=37.65% | (HU)CEU Cell Downlink Average Throughput: recent=11.04, baseline=16.93, change=34.78% | (HU)CEU User Downlink Average Througput: recent=13.21, baseline=20.22, change=34.66% | (HU) DL PRB Utilization(%): recent=6.40, baseline=4.41, change=45.26%",Near Users Drop,0-156 m,Near-cell users decreased.,Check traffic distribution and near-cell coverage.,"Check traffic distribution and near-cell coverage. | Check interference, radio quality, and coverage. | Check CEU scheduling and SINR. | Check CEU parameters and coverage. | Check congestion, load balancing, CA, bandwidth, scheduler, and capacity expansion."
LCAIN10512_Site_512,LCAIN10512-6,6,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,19.865775,27.768150000000002,27.558918349460512,5,"DL RBLER: recent=0.40, baseline=0.27, change=47.96% | (HU) DL IBLER(%): recent=8.68, baseline=6.37, change=36.34% | (HU)CEU User Downlink Average Througput: recent=13.76, baseline=17.28, change=20.35% | (HU) DL PRB Utilization(%): recent=4.03, baseline=3.24, change=24.53% | (HU) PDSCH MCS: recent=10.09, baseline=12.04, change=16.25%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage. | Check BLER, CQI, MCS, DL power, and interference. | Check CEU parameters and coverage. | Check congestion, load balancing, CA, bandwidth, scheduler, and capacity expansion. | Check CQI, SINR, interference, and coverage."
LCAIN12059,LCAIN12059-5,5,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,25.25645,36.8727,27.46680443342394,5,"(HU)CEU User Downlink Average Througput: recent=7.04, baseline=18.23, change=61.40% | DL RBLER: recent=0.75, baseline=0.47, change=60.34% | (HU)CEU Cell Downlink Average Throughput: recent=6.07, baseline=14.60, change=58.46% | (HU) DL IBLER(%): recent=8.30, baseline=6.06, change=36.90% | 6.6-14 km: recent=5.25, baseline=4.25, change=23.53%",CEU User Impact,(HU)CEU User Downlink Average Througput,CEU user throughput degraded.,Check CEU parameters and coverage.,"Check CEU parameters and coverage. | Check interference, radio quality, and coverage. | Check CEU scheduling and SINR. | Check BLER, CQI, MCS, DL power, and interference. | Check coverage, user distribution, and edge scheduling."
LCAIN10806,LCAIN10806-6,6,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,19.90805,25.73065,26.21202607814571,1,"DL RBLER: recent=0.26, baseline=0.21, change=23.38%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage."
LCAIN12919,LCAIN12919-7,7,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,13.543875,17.830125000000002,26.13087224503422,3,"(HU)CEU Cell Downlink Average Throughput: recent=5.94, baseline=9.76, change=39.11% | (HU)CEU User Downlink Average Througput: recent=7.96, baseline=11.62, change=31.53% | Reported Rank 2 (%): recent=38.36, baseline=45.77, change=16.18%",CEU Throughput Impact,(HU)CEU Cell Downlink Average Throughput,Cell edge throughput impacting overall.,Check CEU scheduling and SINR.,"Check CEU scheduling and SINR. | Check CEU parameters and coverage. | Check MIMO conditions, correlation, and rank adaptation."
LCAIN11826,LCAIN11826-5,5,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,18.525375,25.268375000000002,26.031200075926854,6,"(HU)CEU User Downlink Average Througput: recent=10.98, baseline=18.61, change=41.00% | (HU)CEU Cell Downlink Average Throughput: recent=9.72, baseline=14.96, change=35.01% | (HU) DL PRB Utilization(%): recent=13.89, baseline=9.96, change=39.56% | DL RBLER: recent=0.52, baseline=0.42, change=24.25% | 0-156 m: recent=755.25, baseline=1181.75, change=36.09%",CEU User Impact,(HU)CEU User Downlink Average Througput,CEU user throughput degraded.,Check CEU parameters and coverage.,"Check CEU parameters and coverage. | Check CEU scheduling and SINR. | Check congestion, load balancing, CA, bandwidth, scheduler, and capacity expansion. | Check interference, radio quality, and coverage. | Check traffic distribution and near-cell coverage."
LCAIN10855,LCAIN10855-1,1,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,10.13795,13.9414,22.872849568614946,6,"0-156 m: recent=0.75, baseline=8.50, change=91.18% | MAC CA Traffic Ratio: recent=1.78, baseline=11.49, change=84.50% | (HU) DL IBLER(%): recent=11.66, baseline=8.89, change=31.13% | CQI_CW0: recent=6.45, baseline=10.07, change=35.96% | CQI_CW1: recent=5.85, baseline=9.10, change=35.69%",Near Users Drop,0-156 m,Near-cell users decreased.,Check traffic distribution and near-cell coverage.,"Check traffic distribution and near-cell coverage. | Check CA activation, SCell availability, and CA configuration. | Check BLER, CQI, MCS, DL power, and interference. | Check channel conditions and reporting. | Check MIMO channel conditions."
LCAIN12371,LCAIN12371-3,3,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,12.2812,15.90975,22.768757201064588,2,"(HU) DL PRB Utilization(%): recent=40.53, baseline=19.71, change=105.64% | DL RBLER: recent=0.20, baseline=0.15, change=33.09%",DL Congestion,(HU) DL PRB Utilization(%),DL PRB utilization increased while DL throughput decreased.,"Check congestion, load balancing, CA, bandwidth, scheduler, and capacity expansion.","Check congestion, load balancing, CA, bandwidth, scheduler, and capacity expansion. | Check interference, radio quality, and coverage."
LCAIN10109,LCAIN10109-5,5,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,22.5428,28.318925,22.173648440981857,3,"MAC CA Traffic Ratio: recent=9.12, baseline=17.89, change=49.02% | 0-156 m: recent=308.25, baseline=392.50, change=21.46% | Reported Rank 2 (%): recent=59.61, baseline=74.49, change=19.97%",Low CA Usage,MAC CA Traffic Ratio,CA traffic ratio decreased while DL throughput degraded.,"Check CA activation, SCell availability, and CA configuration.","Check CA activation, SCell availability, and CA configuration. | Check traffic distribution and near-cell coverage. | Check MIMO conditions, correlation, and rank adaptation."
LCAIN11025,LCAIN11025-1,1,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,6.838850000000001,8.576025,21.802807249017654,2,"6.6-14 km: recent=7.50, baseline=4.75, change=57.89% | MAC CA Traffic Ratio: recent=20.63, baseline=28.73, change=28.18%",Cell Edge Impact on Throughput,6.6-14 km,Distant users impacting throughput.,"Check coverage, user distribution, and edge scheduling.","Check coverage, user distribution, and edge scheduling. | Check CA activation, SCell availability, and CA configuration."
LCAIN16546,LCAIN16546-1,1,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,18.16275,22.710075000000003,21.02510980867083,5,"DL RBLER: recent=0.27, baseline=0.13, change=112.16% | (HU)CEU Cell Downlink Average Throughput: recent=8.65, baseline=11.09, change=22.00% | (HU)CEU User Downlink Average Througput: recent=9.55, baseline=12.22, change=21.91% | 0-156 m: recent=3.25, baseline=4.25, change=23.53% | MAC CA Traffic Ratio: recent=20.58, baseline=26.62, change=22.69%",DL Radio Block Errors,DL RBLER,DL RBLER increased while DL throughput degraded.,"Check interference, radio quality, and coverage.","Check interference, radio quality, and coverage. | Check CEU scheduling and SINR. | Check CEU parameters and coverage. | Check traffic distribution and near-cell coverage. | Check CA activation, SCell availability, and CA configuration."
LCAIN11025,LCAIN11025-2,2,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,6.175625,8.175325,20.85948165552329,6,"(HU)CEU User Downlink Average Througput: recent=5.60, baseline=7.65, change=26.84% | 0-156 m: recent=2.00, baseline=4.25, change=52.94% | (HU)CEU Cell Downlink Average Throughput: recent=5.35, baseline=7.19, change=25.64% | MAC CA Traffic Ratio: recent=7.74, baseline=11.66, change=33.63% | (HU) DL PRB Utilization(%): recent=40.66, baseline=33.74, change=20.54%",CEU User Impact,(HU)CEU User Downlink Average Througput,CEU user throughput degraded.,Check CEU parameters and coverage.,"Check CEU parameters and coverage. | Check traffic distribution and near-cell coverage. | Check CEU scheduling and SINR. | Check CA activation, SCell availability, and CA configuration. | Check congestion, load balancing, CA, bandwidth, scheduler, and capacity expansion."
LCAIN11981,LCAIN11981-1,1,DL Throughput,(HU) User DL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,12.448675,15.938749999999999,20.76297090198056,1,"MAC CA Traffic Ratio: recent=13.13, baseline=17.02, change=22.85%",Low CA Usage,MAC CA Traffic Ratio,CA traffic ratio decreased while DL throughput degraded.,"Check CA activation, SCell availability, and CA configuration.","Check CA activation, SCell availability, and CA configuration."
LCAIN10457,LCAIN10457-6,6,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,2.4633249999999998,5.404974999999999,58.07521159871301,6,"(HU) UL IBLER(%): recent=9.05, baseline=4.65, change=94.50% | L.Traffic.ActiveUser.UL.Avg: recent=0.16, baseline=0.07, change=113.47% | (HU)CEU Cell Uplink Average Throughput: recent=1.10, baseline=1.93, change=42.87% | UL RBLER: recent=0.40, baseline=0.29, change=36.70% | (HU)UL PRB Utilization(%): recent=12.22, baseline=9.73, change=25.68%",High UL Retransmission,(HU) UL IBLER(%),UL IBLER increased while UL throughput degraded.,"Check UL BLER, interference, PUSCH MCS, and UE power.","Check UL BLER, interference, PUSCH MCS, and UE power. | Check uplink scheduling, congestion, and load distribution. | Check UL CEU scheduling. | Check UL coverage, interference, and UE power limitation. | Check UL load, UL scheduler, and uplink capacity."
LCAIE10001,LCAIE10001-6,6,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,2.33385,5.443624999999999,55.4186192869809,5,"UL RBLER: recent=3.35, baseline=1.41, change=136.98% | (HU) UL IBLER(%): recent=15.53, baseline=10.02, change=55.07% | (HU)CEU Cell Uplink Average Throughput: recent=1.15, baseline=2.01, change=42.59% | (HU) PUSCH MCS: recent=12.92, baseline=18.28, change=29.29% | L.Traffic.ActiveUser.UL.Avg: recent=0.39, baseline=0.29, change=34.58%",UL Radio Block Errors,UL RBLER,UL RBLER increased while UL throughput degraded.,"Check UL coverage, interference, and UE power limitation.","Check UL coverage, interference, and UE power limitation. | Check UL BLER, interference, PUSCH MCS, and UE power. | Check UL CEU scheduling. | Check uplink SINR, interference, and power control. | Check uplink scheduling, congestion, and load distribution."
LCAIN12000,LCAIN12000-3,3,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,3.6481000000000003,7.823275000000001,55.060159066284896,3,"UL RBLER: recent=1.17, baseline=0.70, change=68.28% | (HU) UL IBLER(%): recent=11.44, baseline=9.52, change=20.11% | L.Traffic.ActiveUser.UL.Avg: recent=0.73, baseline=0.54, change=35.33%",UL Radio Block Errors,UL RBLER,UL RBLER increased while UL throughput degraded.,"Check UL coverage, interference, and UE power limitation.","Check UL coverage, interference, and UE power limitation. | Check UL BLER, interference, PUSCH MCS, and UE power. | Check uplink scheduling, congestion, and load distribution."
LCAIN12070,LCAIN12070-1,1,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,3.8186,7.90815,54.925789245811934,0,None,Unknown,No strong related counter detected,"Main KPI degraded, but no related counter passed its threshold.","Check raw counters, alarms, availability, recent changes, and nearby cells manually.",Manual investigation needed
LCAIN14000,LCAIN14000-1,1,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,4.072375,8.4525,49.270360452347916,3,"(HU)CEU Cell Uplink Average Throughput: recent=1.11, baseline=1.87, change=40.82% | UL RBLER: recent=0.36, baseline=0.28, change=30.38% | (HU) UL IBLER(%): recent=3.92, baseline=3.16, change=24.21%",UL CEU Impact,(HU)CEU Cell Uplink Average Throughput,Cell edge UL throughput impacting overall.,Check UL CEU scheduling.,"Check UL CEU scheduling. | Check UL coverage, interference, and UE power limitation. | Check UL BLER, interference, PUSCH MCS, and UE power."
LCAIN10800,LCAIN10800-6,6,UL Throughput,(HU) User UL Average Throughput (Mbps),Integrity,20.0,2026-05-15 to 2026-05-18,2026-05-08 to 2026-05-11,2.156925,3.9920500000000003,46.138099912994576,3,"UL RBLER: recent=4.89, baseline=3.27, change=49.34% | (HU) UL IBLER(%): recent=21.68, baseline=16.94, change=28.01% | (HU) PUSCH MCS: recent=11.09, baseline=13.39, change=17.17%",UL Radio Block Errors,UL RBLER,UL RBLER increased while UL throughput degraded.,"Check UL coverage, interference, and UE power limitation.","Check UL coverage, interference, and UE power limitation. | Check UL BLER, interference, PUSCH MCS, and UE power. | Check uplink SINR, interference, and power control."
